Date,Mean,Median,P90,P95,Max,day_of_year_y,threshold_15,threshold_31,month_num,day_num,month_name,Mean>threshold_31,Median>threshold_31,P90>threshold_31,P95>threshold_31,Max>threshold_31,heat_wave
2010-06-15,18.008362,19.844216918945335,24.00184020996096,24.41260833740239,25.89746,166,33.5414978027344,33.75045166015627,6,15,June,No,No,No,No,No,nella norma
2010-06-16,19.059052,20.01630554199221,25.691510009765636,27.03846130371096,29.45337,167,33.87273559570315,33.96926269531252,6,16,June,No,No,No,No,No,nella norma
2010-06-17,18.77005,21.116815185546898,25.150967407226574,25.544790649414097,27.63147,168,34.1461120605469,34.18776855468752,6,17,June,No,No,No,No,No,nella norma
2010-06-18,20.511414,23.09687194824221,27.588638305664062,27.91089782714846,29.321625,169,34.3836608886719,34.3900085449219,6,18,June,No,No,No,No,No,nella norma
2010-06-19,17.039246,19.84174499511721,22.654718017578148,23.56707458496095,25.409943,170,34.62676391601565,34.57036743164065,6,19,June,No,No,No,No,No,nella norma
2010-06-20,11.502502,13.884484863281273,18.196524047851597,18.980801391601574,20.570648,171,34.84005126953127,34.7437683105469,6,20,June,No,No,No,No,No,nella norma
2010-06-21,16.423431,19.890115356445335,24.200790405273438,24.969895935058616,25.963837,172,35.02077636718752,34.90105590820315,6,21,June,No,No,No,No,No,nella norma
2010-06-22,18.985962,22.116006469726585,26.033923339843795,26.432852172851597,28.01941,173,35.21383056640627,35.04876098632815,6,22,June,No,No,No,No,No,nella norma
2010-06-23,20.002747,22.267755126953148,26.616693115234398,27.042948913574264,28.571198,174,35.40651855468752,35.17934570312502,6,23,June,No,No,No,No,No,nella norma
2010-06-24,21.754883,23.938073730468773,28.17073364257817,28.609416198730514,30.496918,175,35.567562866211006,35.3032165527344,6,24,June,No,No,No,No,No,nella norma
2010-06-25,22.76596,24.658380126953148,29.244778442382824,29.73060913085942,30.815063,176,35.74675903320315,35.42604980468752,6,25,June,No,No,No,No,No,nella norma
2010-06-26,24.245941,26.399438476562523,30.461593627929688,30.643522644043003,31.966919,177,35.88222656250002,35.56063232421877,6,26,June,No,No,No,No,No,nella norma
2010-06-27,25.269257,27.255349731445335,31.444848632812523,31.705711364746094,32.88971,178,35.9706970214844,35.70107421875002,6,27,June,No,No,No,No,No,nella norma
2010-06-28,26.11737,28.014550781250023,32.26434326171875,32.55805358886721,33.90564,179,36.0537048339844,35.80928955078127,6,28,June,No,No,No,No,No,nella norma
2010-06-29,25.729187,27.522744750976585,31.97779235839846,32.29554138183596,33.322052,180,36.10671386718752,35.90175781250002,6,29,June,No,No,No,No,No,nella norma
2010-06-30,25.595886,27.392358398437523,31.879611206054733,32.74818725585942,34.45764,181,36.15957031250002,36.01247558593752,6,30,June,No,No,No,No,No,nella norma
2010-07-01,26.678314,28.69361267089846,33.374926757812545,33.617468261718784,35.225555,182,36.1771179199219,36.1141296386719,7,1,July,No,No,No,No,No,nella norma
2010-07-02,28.480255,30.859719848632835,35.344268798828125,35.56703338623049,36.979523,183,36.18682250976565,36.20513305664065,7,2,July,No,No,No,No,Yes,1 giorno
2010-07-03,28.110565,30.165933227539085,34.84123840332035,35.23712310791018,36.78351,184,36.2205749511719,36.2971130371094,7,3,July,No,No,No,No,Yes,2 giorno
2010-07-04,28.160126,30.703469848632835,35.60173034667969,36.00419769287112,37.80487,185,36.27907714843752,36.39840087890627,7,4,July,No,No,No,No,Yes,3 giorno
2010-07-05,26.784332,29.539544677734398,32.933935546875034,33.12993469238285,34.84372,186,36.37001953125002,36.49614868164065,7,5,July,No,No,No,No,No,nella norma
2010-07-06,25.062958,27.826287841796898,31.601065063476597,32.04772186279297,34.499176,187,36.4338317871094,36.59356079101565,7,6,July,No,No,No,No,No,nella norma
2010-07-07,24.756927,27.043542480468773,30.69100036621097,31.12335662841798,32.8132,188,36.4876647949219,36.68047485351565,7,7,July,No,No,No,No,No,nella norma
2010-07-08,26.307495,28.046228027343773,32.151232910156295,32.634068298339855,34.180756,189,36.54439697265627,36.7820983886719,7,8,July,No,No,No,No,No,nella norma
2010-07-09,28.793243,30.529473876953148,34.26552124023442,34.51215972900394,36.313293,190,36.6113220214844,36.84575805664065,7,9,July,No,No,No,No,No,nella norma
2010-07-10,29.78299,31.619592285156273,35.44815368652348,35.61141052246097,37.38553,191,36.68093261718752,36.8915954589844,7,10,July,No,No,No,No,Yes,1 giorno
2010-07-11,29.712494,31.881997680664085,36.27607727050781,36.529014587402344,37.386536,192,36.726403808593716,36.9435974121094,7,11,July,No,No,No,No,Yes,2 giorno
2010-07-12,29.268433,31.552728271484398,35.953405761718784,36.39339294433597,38.140045,193,36.81386718750002,36.98757324218752,7,12,July,No,No,No,No,Yes,3 giorno
2010-07-13,28.844849,31.37445983886721,36.30580749511722,36.71843109130862,38.752228,194,36.91973266601565,37.044763183593716,7,13,July,No,No,No,No,Yes,4 giorno
2010-07-14,29.726532,32.14559326171877,37.056127929687534,37.44429931640627,38.93799,195,37.05043945312502,37.0803161621094,7,14,July,No,No,No,Yes,Yes,5 giorno
2010-07-15,30.703705,32.88994750976565,37.98033142089844,38.26484527587894,39.7269,196,37.17385253906252,37.1453796386719,7,15,July,No,No,Yes,Yes,Yes,6 giorno
2010-07-16,31.756561,34.03438720703127,38.48137817382815,38.86590576171875,40.97635,197,37.34475097656252,37.1882263183594,7,16,July,No,No,Yes,Yes,Yes,7 giorno
2010-07-17,31.543823,34.402261352539085,38.53581848144535,38.96815490722656,41.48752,198,37.46108398437502,37.22945556640627,7,17,July,No,No,Yes,Yes,Yes,8 giorno
2010-07-18,26.4404,29.846704101562523,33.9134429931641,34.23023376464846,35.62613,199,37.511071777343716,37.2912536621094,7,18,July,No,No,No,No,No,nella norma
2010-07-19,26.512848,28.831597900390648,32.63216247558597,33.00845184326175,34.967957,200,37.52858886718752,37.3521667480469,7,19,July,No,No,No,No,No,nella norma
2010-07-20,27.707306,29.933755493164085,33.685403442382835,34.13148193359376,36.933228,201,37.54268798828127,37.40450439453127,7,20,July,No,No,No,No,No,nella norma
2010-07-21,27.94104,30.550531005859398,35.41665954589848,35.81355895996097,37.314148,202,37.63076171875002,37.4493347167969,7,21,July,No,No,No,No,No,nella norma
2010-07-22,29.353271,31.647073364257835,36.898587036132824,37.35057830810547,39.13269,203,37.66948852539065,37.4711853027344,7,22,July,No,No,No,No,Yes,1 giorno
2010-07-23,28.641846,30.67011413574221,37.04502868652344,37.53791809082031,40.048187,204,37.71187744140627,37.4737487792969,7,23,July,No,No,No,Yes,Yes,2 giorno
2010-07-24,23.015472,26.620416259765648,31.93727722167972,32.32439117431642,33.940918,205,37.72945556640627,37.47512207031252,7,24,July,No,No,No,No,No,nella norma
2010-07-25,23.389954,26.617532348632835,31.262454223632858,31.62176971435548,33.18051,206,37.747399902343716,37.5023132324219,7,25,July,No,No,No,No,No,nella norma
2010-07-26,21.827332,24.747979736328148,28.969042968750045,29.296112060546875,30.532684,207,37.80227050781252,37.51247558593752,7,26,July,No,No,No,No,No,nella norma
2010-07-27,22.710938,25.886514282226585,30.549279785156273,31.04419097900393,33.576447,208,37.84145507812502,37.49309692382815,7,27,July,No,No,No,No,No,nella norma
2010-07-28,25.22113,28.14576110839846,32.5590728759766,32.79645538330078,34.162964,209,37.8511901855469,37.46306762695315,7,28,July,No,No,No,No,No,nella norma
2010-07-29,19.859314,22.469461059570335,28.540634155273438,29.638656616210938,33.809235,210,37.841149902343716,37.46682128906252,7,29,July,No,No,No,No,No,nella norma
2010-07-30,20.750275,24.154504394531273,28.42043151855472,28.81922454833989,30.20868,211,37.7807556152344,37.46477661132815,7,30,July,No,No,No,No,No,nella norma
2010-07-31,23.35141,25.896646118164085,29.728991699218795,30.05461883544922,31.72107,212,37.65960083007815,37.46688232421877,7,31,July,No,No,No,No,No,nella norma
2010-08-01,26.007263,28.402947998046898,32.021350097656295,32.32463684082035,33.430023,213,37.57674560546877,37.45635375976565,8,1,August,No,No,No,No,No,nella norma
2010-08-02,26.330383,28.84833679199221,33.93666381835942,34.48357391357422,36.76169,214,37.55611572265627,37.44255981445315,8,2,August,No,No,No,No,No,nella norma
2010-08-03,25.79129,29.185891723632835,33.80769653320317,34.11438751220703,36.194855,215,37.51812133789065,37.4345642089844,8,3,August,No,No,No,No,No,nella norma
2010-08-04,24.04599,26.807717895507835,30.683883666992188,31.018782043457065,32.442566,216,37.4453063964844,37.40435180664065,8,4,August,No,No,No,No,No,nella norma
2010-08-05,16.802948,19.148950195312523,23.281814575195312,23.94691009521489,27.943695,217,37.34194335937502,37.37078247070315,8,5,August,No,No,No,No,No,nella norma
2010-08-06,19.890076,23.40577087402346,27.185220336914085,27.453909301757847,28.591461,218,37.31902465820315,37.3286071777344,8,6,August,No,No,No,No,No,nella norma
2010-08-07,22.82962,25.535333251953148,29.563015747070324,29.905073547363315,31.682007,219,37.23220214843752,37.28508911132815,8,7,August,No,No,No,No,No,nella norma
2010-08-08,24.1904,26.884912109375023,30.874496459960938,31.522631835937545,32.410828,220,37.197106933593716,37.20876464843752,8,8,August,No,No,No,No,No,nella norma
2010-08-09,25.200623,27.66358337402346,31.87098999023442,32.21894073486328,33.6987,221,37.15984497070315,37.14754638671877,8,9,August,No,No,No,No,No,nella norma
2010-08-10,26.098907,28.623681640625023,32.73512573242192,32.92816925048828,34.323914,222,37.06887207031252,37.102380371093716,8,10,August,No,No,No,No,No,nella norma
2010-08-11,25.42035,27.72504577636721,33.28742675781251,33.653906250000034,35.253754,223,36.95916137695315,37.04738769531252,8,11,August,No,No,No,No,No,nella norma
2010-08-12,24.565948,27.120416259765648,32.69983215332036,33.09693756103519,34.46399,224,36.84041748046877,36.97658691406252,8,12,August,No,No,No,No,No,nella norma
2010-08-13,20.161438,21.432061767578148,28.449432373046875,30.056826782226608,31.605957,225,36.76018676757815,36.8793884277344,8,13,August,No,No,No,No,No,nella norma
2010-08-14,22.654602,24.706521606445335,29.596160888671875,29.869003295898438,30.886292,226,36.7425476074219,36.80755004882815,8,14,August,No,No,No,No,No,nella norma
2010-08-15,21.305145,23.26954040527346,30.248266601562534,30.724702453613304,32.104614,227,36.7575622558594,36.70455322265627,8,15,August,No,No,No,No,No,nella norma
2010-08-16,19.28772,21.861016845703148,28.108084106445347,28.44922027587893,29.809875,228,36.7504821777344,36.59307250976565,8,16,August,No,No,No,No,No,nella norma
2010-08-17,21.658905,24.229043579101585,28.90337829589845,29.233262634277366,30.260803,229,36.68154296875002,36.4684997558594,8,17,August,No,No,No,No,No,nella norma
2010-08-18,22.294983,24.65216979980471,29.570422363281295,29.94428253173828,31.412354,230,36.61467895507815,36.3073669433594,8,18,August,No,No,No,No,No,nella norma
2010-08-19,24.718994,27.15613708496096,31.871020507812545,32.141711425781295,33.062836,231,36.56316528320315,36.1362243652344,8,19,August,No,No,No,No,No,nella norma
2010-08-20,23.22821,24.43879089355471,31.45491333007817,32.36189422607424,33.8743,232,36.4798522949219,35.95803222656252,8,20,August,No,No,No,No,No,nella norma
2010-08-21,26.700745,29.014947509765648,33.055090332031284,33.271336364746105,34.645874,233,36.3358093261719,35.7897888183594,8,21,August,No,No,No,No,No,nella norma
2010-08-22,27.288849,29.654473876953148,33.92995300292972,34.166719055175804,35.315582,234,36.20614013671877,35.651696777343716,8,22,August,No,No,No,No,No,nella norma
2010-08-23,27.607147,30.199639892578148,35.419903564453136,35.87532348632817,36.82074,235,36.01824340820315,35.5279479980469,8,23,August,No,No,No,Yes,Yes,1 giorno
2010-08-24,26.885101,28.914514160156273,33.8242095947266,34.11822204589845,35.809784,236,35.76018676757815,35.4003845214844,8,24,August,No,No,No,No,Yes,2 giorno
2010-08-25,25.67511,27.967996215820335,32.794177246093795,33.17597808837894,34.866974,237,35.47918090820315,35.25124511718752,8,25,August,No,No,No,No,No,nella norma
2010-08-26,27.184265,29.038781738281273,33.32259216308597,33.63074035644536,34.316162,238,35.2114196777344,35.09588012695315,8,26,August,No,No,No,No,No,nella norma
2010-08-27,26.307098,28.022378540039085,34.580715942382824,35.30169982910161,37.444244,239,34.92241821289065,34.94594726562502,8,27,August,No,No,No,Yes,Yes,1 giorno
2010-08-28,24.382812,27.869256591796898,33.51006469726565,33.89776306152345,35.352203,240,34.6096130371094,34.78093872070315,8,28,August,No,No,No,No,Yes,2 giorno
2010-08-29,19.869904,22.625177001953148,27.082373046875034,27.398818969726562,29.046906,241,34.2716003417969,34.58614501953127,8,29,August,No,No,No,No,No,nella norma
2010-08-30,18.639435,22.006814575195335,27.500747680664062,27.87665863037114,29.693268,242,33.92354736328127,34.41423950195315,8,30,August,No,No,No,No,No,nella norma
2010-08-31,18.82956,22.229974365234398,26.566677856445324,26.876431274414074,28.534637,243,33.608239746093716,34.19259033203127,8,31,August,No,No,No,No,No,nella norma
2010-09-01,19.009277,21.520349121093773,25.703030395507824,25.972636413574264,27.130188,244,33.25124511718752,33.95220336914065,9,1,September,No,No,No,No,No,nella norma
2010-09-02,20.550262,22.70917663574221,26.912133789062523,27.397190856933605,28.657806,245,32.94472656250002,33.7120300292969,9,2,September,No,No,No,No,No,nella norma
2010-09-03,22.183807,24.51636657714846,28.098300170898483,28.368940734863315,29.739807,246,32.63723144531252,33.49028930664065,9,3,September,No,No,No,No,No,nella norma
2010-09-04,22.37503,24.77900085449221,28.370095825195335,28.56734313964847,30.169708,247,32.38906250000002,33.232751464843716,9,4,September,No,No,No,No,No,nella norma
2010-09-05,20.039978,22.718072509765648,25.067642211914062,25.555824279785156,28.463837,248,32.171566772461006,32.96578369140627,9,5,September,No,No,No,No,No,nella norma
2010-09-06,20.264221,22.631997680664085,25.89949340820317,26.259872436523438,28.190826,249,31.961602783203148,32.70281372070315,9,6,September,No,No,No,No,No,nella norma
2010-09-07,16.41977,18.111550903320335,23.578829956054733,24.717561340332054,26.349518,250,31.756066894531273,32.43532714843752,9,7,September,No,No,No,No,No,nella norma
2010-09-08,19.783478,21.67762145996096,27.48218688964846,28.148963928222656,31.211395,251,31.584649658203148,32.18300781250002,9,8,September,No,No,No,No,No,nella norma
2010-09-09,19.867218,22.689019775390648,26.80391235351567,27.44380798339847,28.828217,252,31.416253662109398,31.921807861328148,9,9,September,No,No,No,No,No,nella norma
2010-09-10,19.389008,21.942956542968773,26.035079956054688,26.323408508300815,27.582031,253,31.330010986328148,31.690942382812523,9,10,September,No,No,No,No,No,nella norma
2010-09-11,20.673279,23.034478759765648,27.138043212890636,27.371438598632835,28.722626,254,31.172204589843716,31.422296142578148,9,11,September,No,No,No,No,No,nella norma
2010-09-12,21.093903,23.39423522949221,27.06464233398441,27.27074432373047,27.925354,255,30.998101806640648,31.174829101562523,9,12,September,No,No,No,No,No,nella norma
2010-09-13,17.397919,20.782373046875023,24.878878784179733,26.131825256347668,27.797882,256,30.781182861328148,30.927209472656273,9,13,September,No,No,No,No,No,nella norma
2010-09-14,19.83664,22.275506591796898,26.236050415039074,26.447067260742188,27.493134,257,30.595117187500023,30.695123291015648,9,14,September,No,No,No,No,No,nella norma
2010-09-15,22.074432,24.577264404296898,28.70581665039066,29.003233337402378,29.933594,258,30.433587646484398,30.463555908203148,9,15,September,No,No,No,No,No,nella norma
2010-09-16,21.532227,24.047509765625023,28.143423461914097,28.52821197509769,30.20523,259,30.286523437500023,30.237329101562523,9,16,September,No,No,No,No,No,nella norma
2010-09-17,19.185394,21.712731933593773,25.171923828125045,25.398025512695312,26.559204,260,30.067193603515648,30.030969238281273,9,17,September,No,No,No,No,No,nella norma
2010-09-18,14.987854,16.698480224609398,21.229595947265636,22.533441162109398,26.089752,261,29.806268310546898,29.850457763671898,9,18,September,No,No,No,No,No,nella norma
2010-09-19,17.709686,20.282312011718773,23.960003662109386,24.199572753906295,25.226166,262,29.537896728515648,29.632989501953148,9,19,September,No,No,No,No,No,nella norma
2010-09-20,17.180817,19.445046997070335,22.758282470703136,22.923257446289085,23.925629,263,29.176904296875023,29.420251464843716,9,20,September,No,No,No,No,No,nella norma
2010-09-21,19.071136,20.95917663574221,24.04536132812501,24.219912719726608,25.530304,264,28.849908447265648,29.198937988281273,9,21,September,No,No,No,No,No,nella norma
2010-09-22,19.785583,21.696710205078148,24.741442871093795,24.990350341796898,26.040863,265,28.553979492187523,28.995568847656273,9,22,September,No,No,No,No,No,nella norma
2010-09-23,19.159302,21.248590087890648,24.082119750976574,24.484115600585938,26.199371,266,28.262292480468773,28.797204589843716,9,23,September,No,No,No,No,No,nella norma
2010-09-24,17.544586,20.09583435058596,24.102459716796886,24.596553039550827,25.846466,267,28.012719726562523,28.584252929687523,9,24,September,No,No,No,No,No,nella norma
2010-09-25,14.431366,17.398599243164085,20.920095825195347,21.39259490966799,22.150482,268,27.769952392578148,28.343011474609398,9,25,September,No,No,No,No,No,nella norma
2010-09-26,15.084625,18.60334167480471,22.24476928710942,22.680709838867188,23.37442,269,27.523583984375023,28.082055664062523,9,26,September,No,No,No,No,No,nella norma
2010-09-27,12.664734,15.561013793945335,19.530215454101608,20.147517395019577,21.793762,270,27.289666748046898,27.832055664062523,9,27,September,No,No,No,No,No,nella norma
2010-09-28,12.571106,14.954934692382835,18.877001953125045,19.516783142089878,21.9133,271,27.032464599609398,27.529809570312523,9,28,September,No,No,No,No,No,nella norma
2010-09-29,14.438995,17.355874633789085,20.554617309570347,20.788995361328148,21.78592,272,26.760247802734398,27.249505615234398,9,29,September,No,No,No,No,No,nella norma
2010-09-30,14.813599,17.806024169921898,20.82448425292972,21.143977355957077,21.952393,273,26.472039794921898,26.973718261718773,9,30,September,No,No,No,No,No,nella norma
2010-10-01,13.796936,16.551477050781273,20.11945190429691,20.649438476562523,21.518555,274,26.223992919921898,26.718927001953148,10,1,October,No,No,No,No,No,nella norma
2010-10-02,15.156525,17.60382995605471,21.90956420898442,22.148115539550815,22.935303,275,25.985711669921898,26.469995117187523,10,2,October,No,No,No,No,No,nella norma
2010-10-03,16.389618,19.286737060546898,23.149621582031273,23.481355285644554,24.32251,276,25.775079345703148,26.233544921875023,10,3,October,No,No,No,No,No,nella norma
2010-10-04,16.118713,17.712304687500023,22.81768493652345,23.474275207519554,25.069397,277,25.620965576171898,25.985101318359398,10,4,October,No,No,No,No,No,nella norma
2010-10-05,17.303894,18.852868652343773,23.96144409179692,24.36342163085942,25.783234,278,25.391656494140648,25.762292480468773,10,5,October,No,No,No,No,Yes,1 giorno
2010-10-06,18.323303,20.43573913574221,23.41060485839847,23.57490234375001,24.331665,279,25.141320800781273,25.525109863281273,10,6,October,No,No,No,No,No,nella norma
2010-10-07,16.374023,18.496682739257835,20.672534179687545,21.374111938476574,23.733582,280,24.900628662109398,25.278497314453148,10,7,October,No,No,No,No,No,nella norma
2010-10-08,14.514893,16.32831726074221,19.09371032714847,19.429722595214855,21.450165,281,24.722558593750023,25.020379638671898,10,8,October,No,No,No,No,No,nella norma
2010-10-09,12.756592,14.862939453125023,17.34352416992192,17.629417419433594,19.020996,282,24.491937255859398,24.772241210937523,10,9,October,No,No,No,No,No,nella norma
2010-10-10,12.707184,14.885156250000023,17.473742675781295,17.701084899902355,19.097168,283,24.232263183593716,24.541345214843716,10,10,October,No,No,No,No,No,nella norma
2010-10-11,12.521576,14.286309814453148,17.630996704101562,17.84913482666019,20.127167,284,23.950189208984398,24.321313476562523,10,11,October,No,No,No,No,No,nella norma
2010-10-12,13.760315,15.68384704589846,18.433221435546898,18.628286743164097,19.802734,285,23.754785156250023,24.128198242187523,10,12,October,No,No,No,No,No,nella norma
2010-10-13,14.1414795,15.960351562500023,19.030654907226562,19.216598510742188,20.579437,286,23.533441162109398,23.882684326171898,10,13,October,No,No,No,No,No,nella norma
2010-10-14,14.561218,16.331948852539085,19.42006530761722,19.640100097656273,21.271088,287,23.298883056640648,23.661614990234398,10,14,October,No,No,No,No,No,nella norma
2010-10-15,12.990387,15.293634033203148,17.898370361328148,18.176809692382847,19.446472,288,23.061364746093716,23.413964843750023,10,15,October,No,No,No,No,No,nella norma
2010-10-16,10.427429,13.571832275390648,16.05666198730472,16.42028045654297,17.842072,289,22.809167480468773,23.212945556640648,10,16,October,No,No,No,No,No,nella norma
2010-10-17,7.4522095,10.033990478515648,12.166629028320358,12.44091796875,14.188171,290,22.594049072265648,22.967889404296898,10,17,October,No,No,No,No,No,nella norma
2010-10-18,10.139465,12.933389282226585,15.781866455078159,16.021788024902378,17.444977,291,22.357324218750023,22.701715087890648,10,18,October,No,No,No,No,No,nella norma
2010-10-19,10.7482605,13.740991210937523,16.22529907226567,16.85798187255864,18.01886,292,22.053369140625023,22.420190429687523,10,19,October,No,No,No,No,No,nella norma
2010-10-20,9.913269,13.904397583007835,16.477615356445312,16.8727996826172,18.106018,293,21.816186523437523,22.167321777343716,10,20,October,No,No,No,No,No,nella norma
2010-10-21,7.906769,11.11322937011721,13.770681762695347,14.025303649902355,15.369415,294,21.518426513671898,21.907098388671898,10,21,October,No,No,No,No,No,nella norma
2010-10-22,8.244049,10.80707702636721,13.108639526367199,13.41004791259769,14.3905945,295,21.268731689453148,21.670037841796898,10,22,October,No,No,No,No,No,nella norma
2010-10-23,8.48233,11.149285888671898,13.128689575195324,13.733766174316429,14.880463,296,20.998315429687523,21.426446533203148,10,23,October,No,No,No,No,No,nella norma
2010-10-24,8.687653,11.310571289062523,14.155786132812523,14.816978454589844,18.8685,297,20.713403320312523,21.171807861328148,10,24,October,No,No,No,No,No,nella norma
2010-10-25,6.373291,8.97541198730471,13.810882568359375,15.667523193359386,18.755005,298,20.446832275390648,20.913903808593716,10,25,October,No,No,No,No,No,nella norma
2010-10-26,5.2304688,8.402810668945335,10.268344116210983,10.564920043945335,14.148712,299,20.161767578125023,20.629327392578148,10,26,October,No,No,No,No,No,nella norma
2010-10-27,6.3805237,8.588189697265648,10.750717163085938,11.058528137207077,11.969696,300,19.918634033203148,20.335717773437523,10,27,October,No,No,No,No,No,nella norma
2010-10-28,7.7851257,9.311364746093773,11.04463500976567,11.229454040527344,12.030243,301,19.633905029296898,20.066217041015648,10,28,October,No,No,No,No,No,nella norma
2010-10-29,9.298218,11.52875671386721,12.707913208007824,13.024111938476608,14.748322,302,19.357324218750023,19.797448730468773,10,29,October,No,No,No,No,No,nella norma
2010-10-30,8.315308,10.788110351562523,12.549581909179722,12.899162292480469,14.370544,303,19.111047363281273,19.546014404296898,10,30,October,No,No,No,No,No,nella norma
2010-10-31,7.996399,9.496804809570335,12.710556030273438,13.960760498046909,18.160217,304,18.810021972656273,19.268609619140648,10,31,October,No,No,No,No,No,nella norma
2010-11-01,10.918488,12.888848876953148,15.788256835937545,16.44477996826174,17.583588,305,18.496945190429756,18.963098144531273,11,1,November,No,No,No,No,No,nella norma
2010-11-02,11.351105,13.511575317382835,16.051077270507847,16.45123901367191,17.494476,306,18.160852050781273,18.669427490234398,11,2,November,No,No,No,No,No,nella norma
2010-11-03,12.147675,14.540765380859398,16.640423583984386,16.864949035644543,17.883331,307,17.795953369140648,18.377374267578148,11,3,November,No,No,No,No,No,nella norma
2010-11-04,11.918793,13.73316345214846,16.185388183593773,16.497912597656295,17.829926,308,17.469476318359398,18.113244628906273,11,4,November,No,No,No,No,No,nella norma
2010-11-05,12.147308,13.229104614257835,15.332141113281295,15.516764831543014,16.828308,309,17.155175781250023,17.849450683593716,11,5,November,No,No,No,No,No,nella norma
2010-11-06,10.795929,12.339379882812523,14.824652099609409,15.095112609863293,16.990051,310,16.868524169921898,17.602838134765648,11,6,November,No,No,No,No,No,nella norma
2010-11-07,8.435669,10.724938964843773,14.218194580078148,15.045957946777378,18.21167,311,16.577813720703148,17.359368896484398,11,7,November,No,No,No,No,Yes,1 giorno
2010-11-08,7.556061,9.976434326171898,14.605581665039097,15.208038330078125,16.21576,312,16.321771240234398,17.097863769531273,11,8,November,No,No,No,No,No,nella norma
2010-11-09,5.657074,8.174340820312523,10.860043334960949,11.340194702148438,13.331482,313,16.076318359375023,16.842858886718773,11,9,November,No,No,No,No,No,nella norma
2010-11-10,6.5646667,9.119424438476585,11.803845214843761,12.565235900878918,16.430176,314,15.814782714843716,16.587701416015648,11,10,November,No,No,No,No,No,nella norma
2010-11-11,6.7691345,9.470132446289085,11.793246459960983,12.119686889648449,13.52887,315,15.519891357421898,16.305932617187523,11,11,November,No,No,No,No,No,nella norma
2010-11-12,8.500641,10.219049072265648,13.015982055664097,13.334286499023449,14.453918,316,15.188500976562523,16.010766601562523,11,12,November,No,No,No,No,No,nella norma
2010-11-13,9.382874,10.82349548339846,12.526229858398438,12.912471008300827,14.983185,317,14.849633789062523,15.731072998046898,11,13,November,No,No,No,No,No,nella norma
2010-11-14,8.609863,10.483697509765648,13.792385864257824,15.010548400878918,18.447235,318,14.564416503906273,15.447167968750023,11,14,November,No,No,No,No,Yes,1 giorno
2010-11-15,9.145996,11.022210693359398,13.83290405273442,14.599961853027366,16.229797,319,14.264916992187523,15.162927246093716,11,15,November,No,No,No,No,Yes,2 giorno
2010-11-16,9.147064,11.011987304687523,14.615087890625034,15.076812744140625,16.033722,320,13.984002685546898,14.884576416015648,11,16,November,No,No,No,Yes,Yes,3 giorno
2010-11-17,7.7603455,10.152398681640648,13.264752197265636,13.559774780273472,14.846558,321,13.772790527343716,14.603143310546898,11,17,November,No,No,No,No,Yes,4 giorno
2010-11-18,6.6239624,9.025979614257835,12.533303833007835,12.764387512207065,13.352386,322,13.598321533203148,14.313134765625023,11,18,November,No,No,No,No,No,nella norma
2010-11-19,6.3706665,9.661920166015648,11.849215698242233,12.048556518554733,13.354706,323,13.346643066406273,14.004876708984398,11,19,November,No,No,No,No,No,nella norma
2010-11-20,5.0060425,7.395776367187523,10.626217651367199,10.826493835449241,12.174103,324,13.121118164062523,13.714227294921898,11,20,November,No,No,No,No,No,nella norma
2010-11-21,5.6591797,7.48298034667971,10.732171630859398,11.260884094238293,13.170959,325,12.892144775390648,13.446527099609398,11,21,November,No,No,No,No,No,nella norma
2010-11-22,5.4777527,8.194207763671898,10.374792480468784,10.791889953613293,12.941803,326,12.659143066406273,13.196801757812523,11,22,November,No,No,No,No,No,nella norma
2010-11-23,5.1752625,8.624368286132835,10.599746704101562,10.924900817871105,12.394165,327,12.415826416015648,12.945092773437523,11,23,November,No,No,No,No,No,nella norma
2010-11-24,2.7737427,5.85053405761721,9.579644775390648,10.123124694824241,10.821014,328,12.169430541992256,12.711358642578148,11,24,November,No,No,No,No,No,nella norma
2010-11-25,1.3499756,4.676904296875023,6.619772338867222,7.041096496582043,8.559906,329,11.895410156250023,12.505456542968773,11,25,November,No,No,No,No,No,nella norma
2010-11-26,-0.58148193,1.6102844238281477,5.697775268554722,6.402061462402344,9.461365,330,11.659967041015648,12.266564941406273,11,26,November,No,No,No,No,No,nella norma
2010-11-27,-1.9723511,1.0182891845703352,3.6632843017578125,4.114775085449253,6.0868225,331,11.455712890625023,12.028833007812523,11,27,November,No,No,No,No,No,nella norma
2010-11-28,-0.49771118,0.33956298828127274,4.726300048828136,5.245434570312511,7.8750305,332,11.276116943359398,11.799401855468773,11,28,November,No,No,No,No,No,nella norma
2010-11-29,0.68640137,3.5999542236328352,6.178262329101585,6.734040832519554,8.95401,333,11.103784179687523,11.551202392578148,11,29,November,No,No,No,No,No,nella norma
2010-11-30,-1.342041,0.5904479980468977,4.08875427246096,4.8582031250000455,6.657654,334,10.910302734375023,11.319757080078148,11,30,November,No,No,No,No,No,nella norma
2010-12-01,-0.8338318,0.07525024414064774,2.2483398437500455,3.062840270996105,5.838623,335,10.721185302734398,11.111047363281273,12,1,December,No,No,No,No,No,nella norma
2010-12-02,-0.23931885,0.6911102294922102,4.3527404785156705,4.860729980468761,6.9707947,336,10.474267578125023,10.910546875000023,12,2,December,No,No,No,No,No,nella norma
